-4600	-4700	RECTANGLE	1	535	517	634	597	video
-4500	-4600	RECTANGLE	1	534	517	631	596	video
-4400	-4500	RECTANGLE	1	532	516	628	594	video
-4300	-4400	RECTANGLE	1	526	516	618	592	video
-4200	-4300	RECTANGLE	1	519	516	608	591	video
-4100	-4200	RECTANGLE	1	513	514	600	587	video
-4000	-4100	RECTANGLE	1	513	511	593	583	video
-3900	-4000	RECTANGLE	1	514	506	591	577	video
-3800	-3900	RECTANGLE	1	515	504	590	573	video
-3700	-3800	RECTANGLE	1	518	504	591	571	video
-3600	-3700	RECTANGLE	1	520	503	592	569	video
-3500	-3600	RECTANGLE	1	525	503	592	567	video
-3400	-3500	RECTANGLE	1	528	503	592	565	video
-3300	-3400	RECTANGLE	1	532	503	595	564	video
-3200	-3300	RECTANGLE	1	536	500	596	560	video
-3100	-3200	RECTANGLE	1	539	498	597	555	video
-3000	-3100	RECTANGLE	1	543	497	599	553	video
-2900	-3000	RECTANGLE	1	547	497	600	551	video
-2800	-2900	RECTANGLE	1	551	497	601	550	video
-2700	-2800	RECTANGLE	1	555	498	603	549	video
-2600	-2700	RECTANGLE	1	557	497	605	547	video
-2500	-2600	RECTANGLE	1	561	497	607	547	video
-2400	-2500	RECTANGLE	1	565	499	607	547	video
-2300	-2400	RECTANGLE	1	568	501	608	547	video
-2200	-2300	RECTANGLE	1	571	501	608	547	video
-2100	-2200	RECTANGLE	1	572	501	609	544	video
-2000	-2100	RECTANGLE	1	576	499	609	540	video
-1900	-2000	RECTANGLE	1	576	497	609	537	video
-1800	-1900	RECTANGLE	1	580	499	609	537	video
-1700	-1800	RECTANGLE	1	583	501	609	539	video
-1600	-1700	RECTANGLE	1	586	502	611	538	video
-1500	-1600	RECTANGLE	1	598	520	598	520	video
-1400	-1500	RECTANGLE	1	598	520	598	520	video
-1300	-1400	RECTANGLE	1	598	520	598	520	video
-1200	-1300	RECTANGLE	1	598	520	598	520	video
-1100	-1200	RECTANGLE	1	598	520	598	520	video
-1000	-1100	RECTANGLE	1	598	520	598	520	video
-900	-1000	RECTANGLE	1	598	520	598	520	video
-800	-900	RECTANGLE	1	598	520	598	520	video
-700	-800	RECTANGLE	1	598	520	598	520	video
-600	-700	RECTANGLE	1	598	520	598	520	video
-500	-600	RECTANGLE	1	598	520	598	520	video
-400	-500	RECTANGLE	1	598	520	598	520	video
-300	-400	RECTANGLE	1	598	520	598	520	video
-200	-300	RECTANGLE	1	598	520	598	520	video
-100	-200	RECTANGLE	1	598	520	598	520	video
0	-100	RECTANGLE	1	598	520	598	520	video
